,Source,Location ID,Latitude,Longitude,Elevation,Year,Month,Day,Hour,Minute,GHI (w/m2),Temperature (c),Relative Humidity (%),Solar Zenith Angle (Degree),Wind Direction (Degree),Wind Speed (m/s)
96,NSRDB,405740,33.49,-107.74,2165,2015,1,5,0,30,0,-0.46655883789060226,71.6628646850586,93.39055171280287,244.43954467773438,1.5550248622894287
97,NSRDB,405740,33.49,-107.74,2165,2015,1,5,1,30,0,-0.8735717773437273,76.0001220703125,105.03723639143668,255.51480102539062,1.44854736328125
98,NSRDB,405740,33.49,-107.74,2165,2015,1,5,2,30,0,-1.0354675292968523,78.38610076904297,117.16628877909652,277.43707275390625,1.530238151550293
99,NSRDB,405740,33.49,-107.74,2165,2015,1,5,3,30,0,-0.9168762207031023,78.70579528808594,129.57562804638857,301.5130615234375,1.8421454429626465
100,NSRDB,405740,33.49,-107.74,2165,2015,1,5,4,30,0,-0.6438049316406023,76.78812408447266,142.0653812869707,316.9874572753906,2.11104679107666
101,NSRDB,405740,33.49,-107.74,2165,2015,1,5,5,30,0,-0.37305297851560226,73.24092102050781,154.30215188186594,326.3037414550781,2.1997649669647217
102,NSRDB,405740,33.49,-107.74,2165,2015,1,5,6,30,0,-0.18915405273435226,69.15599060058594,165.14512444725707,331.2660217285156,2.1316657066345215
103,NSRDB,405740,33.49,-107.74,2165,2015,1,5,7,30,0,-0.11282958984372726,64.97682189941406,168.7254811251933,332.63714599609375,1.9837286472320557
104,NSRDB,405740,33.49,-107.74,2165,2015,1,5,8,30,0,-0.27142944335935226,60.478370666503906,160.47493239370843,331.8376770019531,1.7880842685699463
105,NSRDB,405740,33.49,-107.74,2165,2015,1,5,9,30,0,-0.6730712890624773,56.238407135009766,148.71061428791742,337.2008361816406,1.5854432582855225
106,NSRDB,405740,33.49,-107.74,2165,2015,1,5,10,30,0,-1.1688293457031023,52.44977951049805,136.29145368286444,344.9598083496094,1.4053266048431396
107,NSRDB,405740,33.49,-107.74,2165,2015,1,5,11,30,0,-1.6339477539062273,51.111717224121094,123.8062247571756,351.93536376953125,1.2503710985183716
